Attendance,Current_GPA,Previous_GPA,GPA_Diff,NonProductive_Hrs,SemiProductive_Hrs,Productive_Hrs,Club_Score,Internship_Status,Family_Income,Sentiment_Score,Dropout_Prob
78,8.57,7.235120592897444,1.33,1.0,2.2,1.2,1,1,<1 LPA,-0.67,0.6
66,4.21,5.056982823907103,-0.85,4.9,1.3,0.1,3,0,<1 LPA,0.28,1.0
49,8.47,8.33175861008283,0.14,2.9,2.1,0.5,1,1,1-5 LPA,0.63,0.7
65,5.21,5.82753612386934,-0.62,1.4,0.2,0.8,1,0,1-5 LPA,-0.3,1.0
58,9.75,10.0,-0.25,8.0,1.3,0.2,4,1,<1 LPA,0.19,0.85
78,6.21,5.623475042312003,0.59,1.3,0.4,0.6,4,1,<1 LPA,-0.66,0.75
42,5.96,6.143197113967473,-0.18,0.1,0.4,0.9,0,1,<1 LPA,-0.38,1.0
84,4.89,4.0,0.89,0.6,0.0,0.4,2,0,5-10 LPA,-0.96,0.85
52,5.83,6.312598000457115,-0.48,1.1,0.2,1.5,4,1,5-10 LPA,0.54,0.95
89,9.26,9.49852677279242,-0.24,0.3,0.6,1.8,0,1,1-5 LPA,-0.2,0.7
67,9.98,10.0,-0.02,5.9,0.2,0.4,1,0,1-5 LPA,0.63,0.95
97,6.21,7.0564946600697205,-0.85,2.9,6.0,1.8,0,1,1-5 LPA,0.42,0.85
59,6.69,6.984095872167769,-0.29,0.6,0.6,0.1,0,1,<1 LPA,0.66,0.9
67,8.33,8.448471535838621,-0.12,1.8,0.2,1.8,0,1,1-5 LPA,-0.43,1.0
47,9.32,8.615145330670966,0.7,2.6,0.3,0.2,5,1,>10 LPA,-0.63,0.85
80,7.56,6.990223389080759,0.57,5.7,1.3,0.1,0,1,>10 LPA,0.94,0.7
78,6.35,7.2993876961418644,-0.95,4.3,0.1,1.0,4,1,5-10 LPA,0.43,0.75
40,6.48,7.629068324564783,-1.15,1.4,3.0,0.6,5,1,>10 LPA,0.67,1.0
42,8.17,7.979511650950356,0.19,3.0,4.9,2.4,2,1,5-10 LPA,-0.97,0.85
52,4.02,4.056802197802619,-0.04,1.7,0.4,0.5,0,1,<1 LPA,-0.29,1.0
67,7.72,6.996308500004987,0.72,1.6,0.9,0.3,3,1,>10 LPA,0.49,0.55
96,6.13,7.068205476213956,-0.94,0.2,0.0,0.7,1,1,<1 LPA,-0.84,0.8
99,8.77,9.302333458953422,-0.53,0.3,1.5,0.6,1,0,5-10 LPA,0.13,0.55
88,4.56,6.112973949170999,-1.55,1.5,0.8,0.4,5,1,1-5 LPA,-0.14,1.0
64,7.53,6.827341538256209,0.7,0.6,0.5,1.2,1,0,1-5 LPA,-0.96,0.85
95,6.89,6.587593680785426,0.3,0.0,0.3,1.4,1,0,5-10 LPA,-0.53,0.75
72,7.85,8.035156738020458,-0.19,2.6,1.6,1.9,5,0,1-5 LPA,-0.43,1.0
77,4.39,4.907191630180616,-0.52,0.1,0.8,3.6,1,1,1-5 LPA,-0.78,0.8
92,7.48,7.307465889961895,0.17,1.8,0.3,0.3,0,0,1-5 LPA,0.26,0.85
45,7.37,6.67163112763704,0.7,1.5,1.8,1.3,2,1,1-5 LPA,-0.52,1.0
97,7.36,8.065126023138857,-0.71,6.9,1.2,0.5,5,1,>10 LPA,-0.44,0.95
83,7.62,8.196908290036465,-0.58,1.3,2.9,1.1,3,0,5-10 LPA,0.8,0.6
84,8.06,7.32698071954902,0.73,0.1,0.2,0.6,5,0,1-5 LPA,-0.07,0.6
71,8.83,9.914354240884396,-1.08,1.6,2.3,5.1,4,1,<1 LPA,-0.22,0.8
84,5.62,6.556158967357283,-0.94,3.7,1.7,1.3,3,1,5-10 LPA,0.45,0.75
86,8.95,9.057437197798233,-0.11,8.0,0.2,3.0,4,1,<1 LPA,0.82,0.55
60,6.99,7.053678289900829,-0.06,1.1,1.8,1.8,5,1,1-5 LPA,-0.95,0.95
55,4.46,4.903246216892725,-0.44,0.8,0.9,2.3,4,1,1-5 LPA,-0.1,0.85
93,4.35,4.0,0.35,4.7,4.4,1.7,3,1,>10 LPA,0.22,0.8
60,6.01,6.0340251833312655,-0.02,0.4,0.2,0.6,0,1,<1 LPA,-0.36,1.0
50,8.71,6.988093164312657,1.72,1.9,1.5,0.3,5,1,<1 LPA,0.54,0.65
99,8.25,8.951164516402349,-0.7,1.0,0.7,0.5,5,1,1-5 LPA,0.94,0.45
76,8.73,7.4808054220465126,1.25,0.1,4.7,0.0,1,0,1-5 LPA,0.89,0.6
75,7.1,8.302735862743198,-1.2,0.9,0.6,0.7,5,1,1-5 LPA,-0.47,0.9
74,6.64,6.375903924826839,0.26,0.6,4.9,0.7,5,1,1-5 LPA,-0.55,0.8
58,4.88,4.7106664144550585,0.17,2.3,3.5,0.7,0,1,1-5 LPA,0.91,1.0
59,5.97,5.467812875132395,0.5,5.9,0.5,3.7,1,0,<1 LPA,-0.08,1.0
96,6.6,6.369568900862339,0.23,0.6,2.4,2.4,2,1,<1 LPA,-0.58,0.6
57,4.53,5.664825076118429,-1.13,3.3,6.0,0.2,4,0,5-10 LPA,0.41,1.0
86,5.32,4.0,1.32,0.1,0.4,0.5,3,0,>10 LPA,-0.43,0.8
80,7.59,8.61157230887055,-1.02,1.5,0.9,0.6,2,0,1-5 LPA,-0.47,1.0
88,8.41,8.680418784881367,-0.27,0.1,1.1,0.4,1,1,<1 LPA,0.76,0.5
53,9.99,9.024382681714227,0.97,5.4,0.5,1.6,0,0,<1 LPA,-0.68,1.0
54,9.6,8.73975008556061,0.86,2.9,0.0,0.7,3,1,5-10 LPA,-0.87,0.85
70,7.86,9.201114421766563,-1.34,2.1,0.4,0.8,4,0,5-10 LPA,-0.46,1.0
40,6.53,5.773594496045815,0.76,3.5,0.5,1.9,5,1,1-5 LPA,0.21,0.75
92,7.82,6.897319591523233,0.92,2.1,0.9,1.6,5,0,5-10 LPA,-0.75,0.7
93,8.71,9.619851633891784,-0.91,6.9,0.3,0.1,2,0,5-10 LPA,-0.06,0.85
93,4.71,4.980842301028732,-0.27,2.5,3.1,1.3,4,1,>10 LPA,0.25,0.8
42,6.46,5.709659538770881,0.75,5.2,1.8,0.6,1,1,<1 LPA,0.7,0.9
55,9.04,9.213299980323693,-0.17,1.5,0.1,0.3,4,0,<1 LPA,-0.54,1.0
62,6.3,5.479397853087778,0.82,0.2,1.6,0.1,0,0,<1 LPA,0.63,0.95
96,7.43,8.310657118738083,-0.88,1.5,1.6,0.7,2,0,>10 LPA,-0.53,0.95
50,7.53,8.379096771898507,-0.85,0.3,4.7,0.4,2,1,5-10 LPA,0.35,0.75
51,5.11,5.5356049590575545,-0.43,1.8,0.0,0.3,0,1,1-5 LPA,-0.14,1.0
49,6.17,6.459328848997613,-0.29,1.3,0.4,1.2,4,1,<1 LPA,-0.77,1.0
71,6.01,7.418950499893899,-1.41,1.9,3.9,1.5,0,0,1-5 LPA,0.43,1.0
55,4.16,4.15974906191058,0.0,0.0,4.0,0.3,3,1,1-5 LPA,-0.56,1.0
47,4.15,4.0,0.15,0.4,1.9,0.1,0,0,1-5 LPA,-0.65,1.0
77,8.99,9.349579130265846,-0.36,1.4,2.2,1.9,4,0,1-5 LPA,-0.28,0.8
51,5.64,7.308837639629691,-1.67,6.0,0.1,0.0,0,1,<1 LPA,0.31,1.0
63,7.11,6.298192405451319,0.81,1.0,1.1,2.8,1,1,5-10 LPA,-0.53,0.7
67,5.79,5.500829786644811,0.29,1.1,0.4,1.0,5,0,1-5 LPA,-0.63,1.0
92,9.64,9.973156830481162,-0.33,2.5,0.3,0.4,0,1,1-5 LPA,-0.98,0.9
47,5.56,5.516876120795408,0.04,1.9,2.5,0.3,5,1,<1 LPA,-0.06,0.95
97,6.58,5.794157135698148,0.79,0.7,0.2,0.0,0,1,5-10 LPA,-0.14,0.7
67,9.24,10.0,-0.76,1.1,0.9,0.3,4,1,1-5 LPA,-0.53,0.85
75,9.05,10.0,-0.95,0.5,4.2,0.1,3,1,>10 LPA,-0.89,0.7
65,5.12,5.276905167219126,-0.16,6.8,0.3,0.9,3,1,1-5 LPA,-0.14,1.0
47,8.82,8.0967453682112,0.72,0.3,5.7,0.2,5,1,>10 LPA,0.58,0.6
97,6.75,5.51083157995722,1.24,0.9,6.0,0.8,4,1,>10 LPA,0.43,0.5
99,6.9,7.106380784976945,-0.21,0.1,1.2,0.9,4,0,1-5 LPA,0.72,0.7
89,4.8,5.683101874653006,-0.88,0.5,0.3,0.4,4,1,>10 LPA,-0.98,0.85
67,4.48,4.860134197196306,-0.38,3.0,0.6,0.0,1,0,1-5 LPA,0.93,1.0
67,8.37,8.368076927264916,0.0,0.4,0.8,0.0,2,0,1-5 LPA,-0.32,0.85
76,6.98,6.508582678568556,0.47,0.2,0.6,0.0,0,1,<1 LPA,0.98,0.6
80,6.62,5.7462690938255285,0.87,1.3,0.5,1.3,4,0,1-5 LPA,-0.49,0.9
75,8.38,9.047801061059907,-0.67,0.0,5.4,0.4,4,1,5-10 LPA,-0.06,0.6
66,8.59,9.321017297108469,-0.73,0.2,0.2,1.6,4,1,5-10 LPA,-0.29,0.65
93,4.95,4.0,0.95,3.3,2.0,0.6,3,1,<1 LPA,-0.29,0.75
56,7.66,8.931871182544548,-1.27,3.0,0.0,0.6,4,0,1-5 LPA,0.68,1.0
48,4.81,5.269256976715201,-0.46,4.9,1.4,0.7,0,0,<1 LPA,0.49,1.0
72,8.51,9.629675716116635,-1.12,3.9,3.7,1.2,4,1,5-10 LPA,0.98,0.85
92,7.94,6.866297801211909,1.07,2.3,0.5,0.3,0,1,<1 LPA,0.23,0.6
59,9.74,8.64734067566765,1.09,0.1,0.3,0.1,1,0,>10 LPA,-0.07,0.75
52,4.41,4.290824552186162,0.12,3.1,1.6,0.8,2,0,1-5 LPA,-0.82,1.0
67,4.34,4.742227541516155,-0.4,3.7,1.9,0.4,3,1,1-5 LPA,0.99,0.85
87,5.69,7.127088658341571,-1.44,3.2,1.7,0.6,0,0,>10 LPA,0.1,1.0
68,5.57,6.134863131052105,-0.56,1.4,0.6,1.0,5,1,1-5 LPA,0.4,0.85
52,5.48,5.285854978550374,0.19,0.5,0.4,0.7,1,1,<1 LPA,-0.19,0.9
85,9.44,8.618904633867286,0.82,3.7,4.7,1.0,2,1,1-5 LPA,0.1,0.55
74,5.5,6.48400045817532,-0.98,2.6,3.9,0.8,2,1,<1 LPA,0.89,0.95
45,5.63,4.858235659399428,0.77,7.9,0.9,1.3,2,0,>10 LPA,-0.67,1.0
57,8.56,9.862774843817858,-1.3,0.3,2.8,1.2,0,1,1-5 LPA,-0.42,1.0
90,6.7,6.472492280314793,0.23,0.5,0.9,0.8,1,1,1-5 LPA,-0.7,0.7
44,8.66,9.93246565809428,-1.27,0.5,0.8,1.1,4,1,1-5 LPA,0.58,0.8
86,4.39,4.933145032047422,-0.54,3.1,0.3,2.1,5,1,<1 LPA,-0.88,0.85
64,6.93,6.820403608446033,0.11,0.4,0.8,0.6,1,1,5-10 LPA,-0.84,0.8
41,4.2,4.0,0.2,0.1,1.2,0.5,1,0,>10 LPA,-0.4,1.0
49,4.38,4.107273698123136,0.27,8.0,0.0,1.4,1,1,>10 LPA,0.03,1.0
95,9.44,9.782653353900189,-0.34,0.1,0.9,0.9,0,1,1-5 LPA,-0.19,0.7
69,4.84,4.901725196974173,-0.06,3.6,2.3,0.1,5,1,1-5 LPA,-0.91,1.0
89,7.19,6.714950873545036,0.48,0.9,1.7,2.2,0,1,<1 LPA,0.91,0.5
98,6.47,6.337494871745894,0.13,3.7,1.5,0.0,5,1,5-10 LPA,0.91,0.55
84,6.08,6.14286162377532,-0.06,1.6,3.6,1.4,5,1,1-5 LPA,-0.44,0.9
44,9.4,7.69701272446815,1.7,4.6,0.0,1.4,0,1,1-5 LPA,0.46,0.9
94,4.13,4.496534491830959,-0.37,5.2,1.2,3.1,5,0,>10 LPA,0.16,0.8
95,7.98,7.1962230202265545,0.78,0.0,2.3,0.1,1,1,<1 LPA,-0.53,0.6
72,9.78,8.857334077435404,0.92,0.2,1.2,0.9,0,1,<1 LPA,-0.48,0.8
93,7.36,6.010124522311432,1.35,0.6,0.6,0.6,5,1,<1 LPA,-0.02,0.55
40,9.62,8.184886001705687,1.44,2.2,0.2,0.4,2,1,1-5 LPA,-0.16,0.8
57,4.31,4.0,0.31,4.4,3.3,0.1,0,1,<1 LPA,-0.42,1.0
71,6.51,5.942783233895607,0.57,1.2,1.0,0.8,3,1,1-5 LPA,0.62,0.65
86,5.56,7.122607310021254,-1.56,1.9,3.2,0.7,0,1,1-5 LPA,-0.04,1.0
88,8.38,7.959296259283837,0.42,0.4,1.3,0.1,0,0,<1 LPA,0.31,0.75
50,9.89,10.0,-0.11,3.3,1.7,0.9,0,0,5-10 LPA,-0.62,1.0
60,5.54,5.860385109205063,-0.32,6.8,2.4,1.3,5,1,1-5 LPA,0.07,0.95
65,7.93,8.034852148972679,-0.1,0.6,1.6,1.5,0,1,5-10 LPA,-0.36,0.9
64,5.19,5.128045231419206,0.06,1.4,0.8,2.4,3,0,1-5 LPA,0.05,0.8
61,7.39,6.433764989120604,0.96,0.2,1.1,0.5,4,0,1-5 LPA,0.56,0.7
98,6.78,7.94074203862337,-1.16,1.6,2.4,3.1,0,1,>10 LPA,0.54,0.85
66,9.83,10.0,-0.17,1.4,0.7,2.0,2,1,<1 LPA,-0.29,0.8
88,7.65,6.303873044701851,1.35,0.3,0.7,0.4,3,1,1-5 LPA,0.39,0.35
52,6.1,5.280777127290896,0.82,1.2,0.2,0.2,4,0,>10 LPA,0.88,0.8
72,4.68,4.456151726098395,0.22,0.8,3.7,0.6,5,1,1-5 LPA,0.25,0.7
73,4.91,4.138369764071847,0.77,1.5,0.1,0.5,0,1,1-5 LPA,-0.7,1.0
80,5.35,5.754772442764692,-0.4,1.8,1.6,0.9,4,1,1-5 LPA,0.36,0.75
74,5.51,4.927382238074709,0.58,0.0,0.8,0.9,2,1,5-10 LPA,-0.79,0.9
40,9.1,10.0,-0.9,2.9,0.8,1.4,3,0,>10 LPA,0.74,0.8
60,7.37,8.322438875474877,-0.95,2.5,1.7,0.7,3,1,<1 LPA,0.03,0.75
87,7.14,7.310059224505771,-0.17,0.9,0.1,0.1,5,0,<1 LPA,-0.23,0.9
94,4.69,5.511589010655786,-0.82,0.1,1.4,2.0,5,0,1-5 LPA,-0.89,1.0
45,9.16,10.0,-0.84,2.8,2.2,0.4,5,1,1-5 LPA,-0.24,0.85
67,8.34,7.8888420095534055,0.45,6.2,2.6,3.6,4,1,1-5 LPA,0.81,0.55
56,4.41,4.0,0.41,0.5,0.3,0.1,0,1,1-5 LPA,-0.96,1.0
44,8.25,8.312514450375717,-0.06,0.8,3.4,3.2,1,1,<1 LPA,-0.05,0.75
70,7.26,7.949308899598355,-0.69,0.4,1.6,0.1,3,1,<1 LPA,0.86,0.65
44,4.49,4.6012483189227344,-0.11,1.7,3.2,0.3,1,1,>10 LPA,-0.21,1.0
77,6.75,5.488402814247202,1.26,0.3,1.0,0.0,3,0,<1 LPA,-0.14,0.8
42,6.91,6.267740444839326,0.64,0.9,1.2,1.2,5,1,1-5 LPA,0.16,0.65
92,4.99,4.930821709124498,0.06,2.4,3.8,1.9,0,0,1-5 LPA,-0.07,1.0
62,9.67,9.609467516539336,0.06,1.6,3.5,0.6,0,1,>10 LPA,-0.66,0.95
76,9.1,10.0,-0.9,1.0,0.9,2.6,3,0,5-10 LPA,-0.96,0.6
92,8.01,6.901209646080801,1.11,1.1,0.5,0.9,4,1,5-10 LPA,0.22,0.45
76,6.77,7.174471393468699,-0.4,1.7,0.7,1.0,5,1,<1 LPA,0.84,0.65
49,6.47,7.661290486662631,-1.19,0.0,0.7,1.9,0,1,5-10 LPA,-0.79,1.0
49,7.91,9.727159796338237,-1.82,0.2,0.5,0.4,0,1,1-5 LPA,-0.58,1.0
58,7.27,6.946482061452831,0.32,4.3,0.5,0.4,2,1,1-5 LPA,-0.26,1.0
56,4.37,4.76314356217616,-0.39,0.2,3.0,2.4,0,1,1-5 LPA,0.62,0.9
60,7.08,7.535808285758917,-0.46,2.5,0.1,2.3,2,1,5-10 LPA,-0.46,0.9
53,8.84,8.996385385242633,-0.16,5.1,1.7,3.8,0,1,5-10 LPA,0.76,0.9
48,6.76,6.680923839008555,0.08,0.6,0.3,2.3,0,0,>10 LPA,-0.89,0.95
85,4.31,4.658780311600037,-0.35,0.9,0.6,0.1,4,0,>10 LPA,0.88,0.7
40,8.72,6.694203131824253,2.03,1.7,0.1,1.7,4,0,1-5 LPA,0.12,0.8
90,5.21,5.755655592050105,-0.55,4.3,0.5,0.5,5,0,1-5 LPA,0.32,1.0
84,5.55,5.650942322929573,-0.1,5.7,2.2,4.7,0,1,<1 LPA,-0.26,1.0
52,4.99,4.812020082577388,0.18,2.7,3.2,0.6,5,0,>10 LPA,0.56,0.95
43,5.98,7.6174897565756465,-1.64,0.2,0.4,0.8,5,0,<1 LPA,-0.67,1.0
40,8.54,8.000052784967558,0.54,2.2,0.9,0.8,5,0,>10 LPA,-0.9,0.9
88,7.12,6.797539208747976,0.32,1.1,1.0,0.4,5,1,1-5 LPA,-0.21,0.65
79,5.23,6.8232426417637875,-1.59,1.3,3.1,0.1,3,1,1-5 LPA,0.71,0.95
71,9.27,8.604350956120115,0.67,0.1,2.2,2.3,3,1,<1 LPA,0.51,0.35
73,9.28,8.839907773650769,0.44,0.4,1.1,1.6,0,1,1-5 LPA,0.03,0.6
67,9.22,9.10237966125532,0.12,3.1,1.7,0.2,3,0,>10 LPA,0.14,0.6
70,5.43,6.102587585703639,-0.67,1.2,2.8,1.5,0,1,<1 LPA,-0.74,1.0
47,6.71,6.87624200588265,-0.17,0.7,0.0,1.0,4,1,1-5 LPA,0.68,0.75
78,9.91,8.87589972227819,1.03,1.0,0.8,0.5,1,0,<1 LPA,0.57,0.65
65,8.63,8.20426514949825,0.43,3.9,3.6,0.3,2,1,1-5 LPA,0.31,0.65
97,4.16,4.0,0.16,2.8,2.0,2.0,3,1,<1 LPA,-0.07,0.75
73,4.39,4.328223163821563,0.06,0.6,1.2,1.2,3,1,1-5 LPA,0.93,0.65
93,6.78,7.120674926903863,-0.34,0.2,1.1,0.8,4,1,>10 LPA,0.76,0.55
93,9.46,9.794564604710379,-0.33,0.6,0.6,0.9,3,0,1-5 LPA,0.29,0.6
42,7.23,5.809190596761279,1.42,5.1,1.1,0.1,0,0,1-5 LPA,-0.26,1.0
98,6.99,7.841152790048685,-0.85,1.7,1.6,0.6,0,0,1-5 LPA,0.24,0.95
89,4.63,4.832055076797299,-0.2,1.5,0.8,0.2,1,0,<1 LPA,0.15,1.0
51,7.94,9.047625638075125,-1.11,1.8,1.9,0.2,1,0,1-5 LPA,-0.21,1.0
40,8.93,9.285358661832538,-0.36,0.9,3.0,1.1,1,1,1-5 LPA,-0.39,0.9
93,6.28,7.16105836618861,-0.88,3.3,0.3,2.4,0,0,1-5 LPA,-0.19,0.95
83,8.65,9.023236249160101,-0.37,1.5,0.9,0.5,5,1,5-10 LPA,0.15,0.55
44,9.79,10.0,-0.21,0.2,0.8,0.2,5,1,1-5 LPA,-0.14,0.75
69,5.22,5.637800508814222,-0.42,0.3,1.7,1.0,1,1,5-10 LPA,-0.47,1.0
69,7.14,7.061667802845676,0.08,1.5,0.4,2.0,1,1,>10 LPA,0.52,0.7
98,5.72,7.537947776357505,-1.82,5.5,1.5,1.4,0,1,<1 LPA,0.06,1.0
96,8.76,9.471229697823913,-0.71,0.7,3.1,2.0,4,1,1-5 LPA,-0.86,0.7
56,7.47,7.92899553680353,-0.46,4.1,0.8,0.8,3,1,1-5 LPA,-0.26,1.0
87,7.81,6.7889564667693305,1.02,2.9,3.6,1.4,2,1,<1 LPA,0.77,0.55
86,8.79,7.759353906029169,1.03,0.6,6.0,0.2,5,1,5-10 LPA,0.51,0.4
62,6.38,6.614172385713482,-0.23,0.1,0.2,0.4,5,0,5-10 LPA,-0.35,0.9
54,9.49,9.606416958214593,-0.12,0.2,0.4,0.5,0,1,1-5 LPA,0.88,0.8
76,7.2,6.708701947993347,0.49,2.6,4.5,0.7,0,1,1-5 LPA,-0.85,0.95
60,4.95,5.062786159689648,-0.11,0.4,4.8,2.6,2,1,<1 LPA,0.92,0.75
53,8.18,9.450901542434877,-1.27,0.9,0.2,2.1,2,0,1-5 LPA,-0.51,1.0
41,8.76,9.31632197964024,-0.56,1.4,0.0,0.1,1,1,5-10 LPA,-0.98,1.0
50,5.9,4.987193192197809,0.91,2.6,0.3,0.2,2,1,1-5 LPA,-0.13,1.0
90,9.14,9.050792938285646,0.09,0.2,6.0,0.4,3,0,1-5 LPA,-0.28,0.65
78,9.44,8.796026815317951,0.64,1.0,0.3,0.3,3,1,5-10 LPA,0.08,0.35
77,5.66,5.349840066873151,0.31,1.3,1.0,1.0,5,1,1-5 LPA,0.59,0.65
99,9.9,9.569107467496286,0.33,1.6,2.8,2.3,3,1,1-5 LPA,0.68,0.35
73,4.84,4.457883533916796,0.38,3.4,0.0,3.3,3,1,1-5 LPA,-0.2,0.75
77,5.21,4.205891702421284,1.0,0.4,1.4,1.1,3,1,1-5 LPA,-0.14,0.65
89,5.11,5.007876254785448,0.1,3.3,0.5,1.8,1,1,5-10 LPA,-0.7,0.9
73,9.36,8.911513890522151,0.45,2.4,3.0,0.7,5,0,>10 LPA,-0.9,0.8
57,7.93,5.586441047998186,2.34,1.6,0.5,0.2,0,1,<1 LPA,0.28,0.8
69,4.91,6.55237761960133,-1.64,2.4,1.7,0.7,5,1,>10 LPA,-0.87,1.0
54,6.64,7.511015723373338,-0.87,1.1,1.7,0.8,5,1,1-5 LPA,0.47,0.85
66,7.69,7.3889594200600035,0.3,0.3,0.4,1.4,5,1,5-10 LPA,0.08,0.45
90,4.5,4.515055239792479,-0.02,2.2,0.1,0.2,2,0,>10 LPA,-0.6,1.0
73,9.29,8.35267652214595,0.94,1.5,0.8,0.5,0,1,1-5 LPA,0.08,0.7
91,8.82,10.0,-1.18,2.0,0.5,0.5,2,1,5-10 LPA,-0.63,0.95
96,7.03,8.54783095581849,-1.52,0.8,2.5,3.2,1,0,<1 LPA,-0.12,1.0
77,9.8,9.92535498259722,-0.13,4.7,2.4,0.6,1,0,<1 LPA,0.6,0.95
72,6.51,7.328824515348275,-0.82,1.8,0.9,1.4,4,0,5-10 LPA,-0.08,0.9
63,9.9,10.0,-0.1,0.2,1.4,1.4,4,1,>10 LPA,-0.7,0.75
54,8.01,6.940619648899255,1.07,1.2,1.4,0.3,1,0,>10 LPA,0.45,0.75
99,7.81,7.480541304829074,0.33,2.8,2.6,0.8,1,0,5-10 LPA,-0.63,0.75
69,5.0,5.105542373417566,-0.11,3.2,0.8,2.2,2,1,1-5 LPA,0.48,0.8
94,9.29,8.926361825005245,0.36,1.4,0.5,0.6,1,1,1-5 LPA,-0.04,0.6
81,6.56,6.385077378051971,0.17,4.5,0.5,2.9,0,0,>10 LPA,-0.09,0.85
90,4.97,4.896880353992708,0.07,0.6,1.2,0.2,2,0,1-5 LPA,0.7,0.75
56,4.08,4.015297201707631,0.06,1.1,0.9,0.1,1,0,5-10 LPA,0.42,0.95
44,7.36,7.401806792397987,-0.04,4.6,0.9,2.2,2,0,1-5 LPA,-0.93,1.0
68,7.16,6.31151594688272,0.85,4.5,0.1,1.9,2,0,5-10 LPA,-0.41,1.0
43,8.32,7.746387080697652,0.57,2.3,1.9,4.9,3,1,1-5 LPA,0.74,0.55
49,9.34,8.312332587440025,1.03,3.9,0.4,1.1,4,0,>10 LPA,-0.96,0.9
95,4.48,5.262252439748961,-0.78,0.2,0.3,2.8,2,1,1-5 LPA,0.09,0.6
56,8.39,6.705482446527741,1.68,4.0,0.8,1.8,5,1,>10 LPA,0.46,0.65
49,5.12,6.042872274653541,-0.92,0.8,0.4,1.9,2,1,<1 LPA,0.24,0.9
56,9.15,10.0,-0.85,0.4,1.3,0.8,5,1,1-5 LPA,0.52,0.65
99,8.91,8.668255530413903,0.24,0.5,0.7,0.5,3,1,5-10 LPA,0.45,0.35
59,7.24,5.157490329738161,2.08,1.1,0.9,2.7,1,1,5-10 LPA,0.38,0.7
63,8.26,7.970951550426167,0.29,0.6,1.2,0.6,2,1,>10 LPA,0.64,0.5
44,5.89,5.838652670968944,0.05,0.8,0.3,0.8,3,0,<1 LPA,0.29,1.0
73,6.83,6.0215214240568695,0.81,0.3,0.3,0.6,0,0,<1 LPA,-0.2,1.0
45,8.93,8.517825284953405,0.41,0.7,3.2,0.8,3,1,1-5 LPA,-0.06,0.7
92,6.76,7.984156159090681,-1.22,1.7,0.9,0.6,4,1,<1 LPA,0.43,0.8
41,6.15,6.681941729841393,-0.53,1.2,0.8,0.0,4,1,>10 LPA,0.75,0.85
52,6.97,6.2303487084975195,0.74,0.9,0.1,2.1,1,1,1-5 LPA,-0.46,0.8
82,8.97,7.691920664323655,1.28,2.7,1.0,0.6,5,1,1-5 LPA,-0.32,0.65
82,6.01,5.748386145912183,0.26,4.5,1.2,0.9,1,1,<1 LPA,0.86,0.7
87,5.04,4.869234576519649,0.17,2.8,1.2,0.1,5,1,1-5 LPA,0.16,0.65
50,8.27,8.666959349890652,-0.4,0.8,1.8,0.0,5,1,1-5 LPA,-0.64,0.85
90,8.96,8.531746629945873,0.43,2.7,0.3,0.3,5,1,<1 LPA,0.33,0.45
86,4.6,5.009199660289489,-0.41,0.3,0.4,1.2,5,1,1-5 LPA,0.98,0.65
96,5.44,6.988123232048184,-1.55,0.3,2.5,0.1,4,0,1-5 LPA,0.65,0.95
62,4.85,5.50240081795541,-0.65,0.8,4.4,2.4,4,1,>10 LPA,0.49,0.7
94,6.09,6.051529194135382,0.04,3.3,0.2,0.2,2,0,1-5 LPA,-0.58,0.95
55,6.7,6.553479623157364,0.15,0.6,1.0,0.2,4,0,1-5 LPA,0.75,0.8
70,8.49,8.204661492656104,0.29,0.1,0.4,0.2,1,1,>10 LPA,0.05,0.5
50,7.91,8.854512729961716,-0.94,0.3,0.1,0.0,4,0,5-10 LPA,0.78,0.7
93,7.73,7.228149243238958,0.5,3.9,0.6,1.5,1,1,>10 LPA,-0.34,0.7
55,6.11,6.146178167199986,-0.04,2.0,0.2,2.1,0,0,>10 LPA,-0.88,1.0
47,9.05,9.09095832150487,-0.04,0.6,1.9,1.0,4,1,1-5 LPA,-0.05,0.75
43,6.83,6.428572645750775,0.4,1.6,1.1,0.2,1,0,5-10 LPA,-0.46,1.0
79,9.87,8.772027561692719,1.1,1.5,0.2,0.3,5,1,<1 LPA,0.43,0.45
43,7.8,8.058379602894135,-0.26,2.1,0.0,0.6,3,0,1-5 LPA,0.91,0.9
95,4.76,4.711196822515693,0.05,0.5,2.5,3.1,5,1,5-10 LPA,0.38,0.45
64,8.06,8.460192375549257,-0.4,4.0,0.3,0.3,2,1,1-5 LPA,0.77,0.7
42,5.95,5.523119754848667,0.43,0.7,1.4,1.3,1,1,5-10 LPA,-0.09,0.9
71,8.12,9.096657039050438,-0.98,2.4,0.6,0.6,5,0,5-10 LPA,0.54,0.7
42,4.42,4.0,0.42,0.0,1.3,0.4,4,0,1-5 LPA,0.69,0.9
66,5.05,6.419632227214314,-1.37,0.9,0.6,0.6,4,0,>10 LPA,0.42,0.95
68,9.13,7.731890792137391,1.4,0.9,0.1,0.1,0,1,1-5 LPA,0.02,0.6
71,5.36,5.707816051645513,-0.35,1.6,0.4,1.6,3,1,1-5 LPA,0.25,0.85
89,9.02,9.400344546021298,-0.38,0.2,0.3,0.3,1,1,>10 LPA,0.4,0.5
97,5.68,5.043554345647294,0.64,3.1,0.8,1.3,5,0,1-5 LPA,-0.49,1.0
90,7.86,8.19951515028881,-0.34,0.5,1.6,0.1,3,1,5-10 LPA,0.62,0.45
